Collection Name,Title#1,Title#1$1,Title#1$2,Creator#1,Creator#2$2,Creator#2$1,Creator#2,Creator#3,Subject#1$10,Subject#1$11,Subject#1$12,Subject#1$13,Subject#1$14,Subject#1$15,Subject#1$1,Subject#1$3,Subject#1$2,Subject#1$5,Subject#1$4,Subject#1$7,Subject#1$6,Subject#1$9,Subject#1$8,Subject#1,Subject#2,Subject#2$2,Subject#2$1,Subject#2$3,Subject#3,Subject#4,Subject#5,Subject#6,Subject#7,Subject#8,Subject#9,Subject#10,Subject#11,Description#1,Description Type#1,Description#2,Description Type#2,Description#3,Description Type#3,Description#4,Description#5,Description#6,Publisher#1,Contributor#1,Contributor#1$1,Contributor#1$2,Contributor#1$5,Contributor#1$3,Contributor#1$4,Contributor#2$1,Contributor#2$2,Contributor#2$3,Contributor#2,Contributor#3,Contributor#4,Contributor#5,Contributor#6,Contributor#7,Date#1$1,Date#1$3,Date#1$2,Date#1,Type#1,Format#1,Identifier#1,Source#1,Language#1,Relation#1,Relation Type#1,Relation href#1,Relation#2,Relation Type#2,Relation href#2,Relation#3,Relation Type#3,Relation href#3,Relation#4,Relation Type#4,Relation href#4,Relation#5,Relation Type#5,Relation href#5,Relation#6,Relation Type#6,Relation href#6,Coverage (Spatial)#1,Coverage (Spatial)#1$14,Coverage (Spatial)#1$15,Coverage (Spatial)#1$10,Coverage (Spatial)#1$11,Coverage (Spatial)#1$12,Coverage (Spatial)#1$13,Coverage (Spatial)#1$3,Coverage (Spatial)#1$4,Coverage (Spatial)#1$1,Coverage (Spatial)#1$2,Coverage (Spatial)#1$7,Coverage (Spatial)#1$8,Coverage (Spatial)#1$5,Coverage (Spatial)#1$6,Coverage (Spatial)#1$9,Coverage (Temporal)#1$1,Coverage (Temporal)#1$2,Coverage (Temporal)#1,Coverage (Spatial)#2,Coverage (Temporal)#2,Coverage (Temporal)#3,Coverage (Temporal)#4,Rights#1,Editing notes#1$1,Editing notes#1$2,Editing notes#1,Sort#1,Editing notes#2,Sort#2,Editing notes#3,Sort#3
Colorado Coal Project,LW Hine Collection 1900s,,,,,,,,,,,,,,,,,,,,,,,children,daily life,,,,families,ethnic groups,women,,,,,,,interior,,immigrants eating in their home,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1900s,Image,jpeg,NYPL40-8,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,LW Hine Collection 1900s,,,,,,,,,,,,,,,,,,,,,,,children,ethnic groups,,,,,,,,,,,,,child,,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1900s,Image,jpeg,NYPL41-1,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,LW Hine Collection 1900s,,,,,,,,,,,,,,,,,,,,,,,children,misc. buildings,,,,families,ethnic groups,women,,,,,,,interior,,family in home,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1900s,Image,jpeg,NYPL41-2,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,LW Hine Collection 1900s,,,,,,,,,,,,,,,,,,,,,,,ethnic groups,children's activities,,,,,,,,,,,,,children playing,,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1900s,Image,jpeg,NYPL41-3,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,LW Hine Collection 1900s,,,,,,,,,,,,,,,,,,,,,,,children,ethnic groups,,,,,,,,,,,,,posed,,individual,,child,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1900s,Image,jpeg,NYPL41-4,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,LW Hine Collection 1900s,,,,,,,,,,,,,,,,,,,,,,,women,ethnic groups,,,,,,,,,,,,,posed,,individual,,woman,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1900s,Image,jpeg,NYPL41-5,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,LW Hine Collection 1900s,,,,,,,,,,,,,,,,,,,,,,,women,ethnic groups,,,,,,,,,,,,,posed,,individual,,woman in costume,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1900s,Image,jpeg,NYPL41-6,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,LW Hine Collection 1900s,,,,,,,,,,,,,,,,,,,,,,,children,women,,,,ethnic groups,,,,,,,,,group,,posed,,woman and children,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1900s,Image,jpeg,NYPL41-7,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,LW Hine Collection 1900s,,,,,,,,,,,,,,,,,,,,,,,women,ethnic groups,,,,,,,,,,,,,posed,,individual,,young girl,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1900s,Image,jpeg,NYPL41-8,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,"Wheeling, Virginia 1820s",,,,,,,,,,,,,,,,,,,,,,,miners,mines,,,,women,coal (cheesecake),,,,,,,,"entrance to coal mine, women, men, coal",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1820s,Image,jpeg,NYPL5-1,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,pre-1850,,,,,,,,,,,
Colorado Coal Project,1869 sketch,,,,,,,,,,,,,,,,,,,,,,,miners,mines,,,,disasters,,,,,,,,,interior,,"collesion of coal tubs in shaft, miners",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1869,Image,jpeg,NYPL5-10,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860s,,,,,,,,,,,,,
Colorado Coal Project,1899 sketch,,,,,,,,,,,,,,,,,,,,,,,technological change,,,,,,,,,,,,,,machine,,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1899,Image,jpeg,NYPL5-11,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890s,,,,,,,,,,,,,
Colorado Coal Project,1899 sketch,,,,,,,,,,,,,,,,,,,,,,,technological change,,,,,,,,,,,,,,machine,,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1899,Image,jpeg,NYPL5-12,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890s,,,,,,,,,,,,,
Colorado Coal Project,France 1954,,,,,,,,,,,,,,,,,,,,,,,miners,daily life,,,,,,,,,,,,,interior,,Coal miners life at home,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1954,Image,jpeg,NYPL5-13,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1950s,,,,,,,,,,,
Colorado Coal Project,France 1954,,,,,,,,,,,,,,,,,,,,,,,miners,daily life,,,,,,,,,,,,,interior,,Coal miners life at home,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1954,Image,jpeg,NYPL5-14,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1950s,,,,,,,,,,,
Colorado Coal Project,"Wheeling, Virginia 1820s",,,,,,,,,,,,,,,,,,,,,,,miners,mines,,,,women,coal (cheesecake),,,,,,,,"entrance to coal mine, women, men, coal",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1820s,Image,jpeg,NYPL5-2,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,pre-1850,,,,,,,,,,,
Colorado Coal Project,1928,,,,,,,,,,,,,,,,,,,,,,,coal (cheesecake),men (non-miners),,,,utilization,transportation: other,,,,,,,,"men refueling ship w/ coal, utilization",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1928,Image,jpeg,NYPL5-3,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920s,,,,,,,,,,,,,
Colorado Coal Project,1928,,,,,,,,,,,,,,,,,,,,,,,coal (cheesecake),men (non-miners),,,,utilization,transportation: other,,,,,,,,"men refueling ship w/ coal, utilization",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1928,Image,jpeg,NYPL5-4,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920s,,,,,,,,,,,,,
Colorado Coal Project,Cherry Mine Disaster 1910,,,,,,,,,,,,,,,,,,,,,,,children,daily life,,,,women,disasters,mines,,,,,,,interior,,"women (widow of miner) kids, eating, inside home",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1910,Image,jpeg,NYPL5-5,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910s,,,,,,,,,,,,,
Colorado Coal Project,Cherry Mine Disaster 1910,,,,,,,,,,,,,,,,,,,,,,,children,daily life,,,,women,disasters,mines,,,,,,,interior,,"women (widow of miner) kids, eating, inside home",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1910,Image,jpeg,NYPL5-6,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910s,,,,,,,,,,,,,
Colorado Coal Project,Article,,,,,,,,,,,,,,,,,,,,,,,miners,mines,,,,mining methods: underground,coal (cheesecake),technological change,,,,,,,interior,,"Coal & coal mining, old techniques, miner in interior of mine",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,,Image,jpeg,NYPL5-7,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Coal Project,Article,,,,,,,,,,,,,,,,,,,,,,,miners,mines,,,,mining methods: underground,coal (cheesecake),technological change,,,,,,,interior,,"Coal & coal mining, old techniques, miner in interior of mine",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,,Image,jpeg,NYPL5-8,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Coal Project,1869 sketch,,,,,,,,,,,,,,,,,,,,,,,miners,mines,,,,disasters,,,,,,,,,interior,,"collesion of coal tubs in shaft, miners",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1869,Image,jpeg,NYPL5-9,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860s,,,,,,,,,,,,,
Colorado Coal Project,"Ft. Said, Suez Canal 1922",,,,,,,,,,,,,,,,,,,,,,,men (non-miners),transportation: other,,,,utilization,ethnic groups,,,,,,,,"Coaling a steamer ship, negros",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1922,Image,jpeg,NYPL6-1,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1920s,,,,,,,,,,,
Colorado Coal Project,Four coal miners in full gear,,,,,,,,,,,,,,,,,,,,,,,miners,,,,,,,,,,,,,,4 coal miners,,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,,Image,jpeg,NYPL6-10,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Capa,,,,,,,,
Colorado Coal Project,1800 England,,,,,,,,,,,,,,,,,,,,,,,animals,men (non-miners),,,,,,,,,,,,,"Colliery workers, men, horse, article",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1800,Image,jpeg,NYPL6-11,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,pre-1850,,,,,,,,,,,
Colorado Coal Project,1800 England,,,,,,,,,,,,,,,,,,,,,,,animals,men (non-miners),,,,,,,,,,,,,"Colliery workers, men, horse, article",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1800,Image,jpeg,NYPL6-12,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,pre-1850,,,,,,,,,,,
Colorado Coal Project,Mining mules in underground stalls,,,,,,,,,,,,,,,,,,,,,,,mining mules,underground stalls,,,,animals,,,,,,,,,interior,,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,,Image,jpeg,NYPL6-13,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Coal Project,,,,,,,,,,,,,,,,,,,,,,,,animals,,,,,,,,,,,,,,interior,,"mining mules, underground stalls",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,,Image,jpeg,NYPL6-14,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Coal Project,1883,,,,,,,,,,,,,,,,,,,,,,,miners,coal (cheesecake),,,,women,mining methods: underground,,,,,,,,interior,,"women screaming coal, interior, methods",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1883,Image,jpeg,NYPL6-15,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880s,,,,,,,,,,,,,
Colorado Coal Project,1883,,,,,,,,,,,,,,,,,,,,,,,miners,coal (cheesecake),,,,women,mining methods: underground,,,,,,,,interior,,"women screaming coal, interior, methods",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1883,Image,jpeg,NYPL6-16,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880s,,,,,,,,,,,,,
Colorado Coal Project,"Ft. Said, Suez Canal 1922",,,,,,,,,,,,,,,,,,,,,,,men (non-miners),transportation: other,,,,utilization,ethnic groups,,,,,,,,"Coaling a steamer ship, negros",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1922,Image,jpeg,NYPL6-2,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1920s,,,,,,,,,,,
Colorado Coal Project,Saw Hartley Colliery 1882,,,,,,,,,,,,,,,,,,,,,,,misc. buildings,men (non-miners),,,,,,,,,,,,,interior,,4 men inside building,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1882,Image,jpeg,NYPL6-3,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,1880s,,,,,,,,,,,
Colorado Coal Project,Saw Hartley Colliery 1882,,,,,,,,,,,,,,,,,,,,,,,misc. buildings,men (non-miners),,,,,,,,,,,,,interior,,4 men inside building,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1882,Image,jpeg,NYPL6-4,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,1880s,,,,,,,,,,,
Colorado Coal Project,USSR 1935,,,,,,,,,,,,,,,,,,,,,,,miners,,,,,,,,,,,,,,men miners,,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1935,Image,jpeg,NYPL6-5,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,pre-1850,,,,,,,,,,,
Colorado Coal Project,USSR 1935,,,,,,,,,,,,,,,,,,,,,,,miners,,,,,,,,,,,,,,men miners,,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1935,Image,jpeg,NYPL6-6,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,pre-1850,,,,,,,,,,,
Colorado Coal Project,1840s,,,,,,,,,,,,,,,,,,,,,,,miners,mines,,,,disasters,mining methods: underground,animals,technological change,,,,,,interior,,"coal mining in mine, mines, miner, horses, coal cars, methods, change",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1840s,Image,jpeg,NYPL6-7,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre-1850,,,,,,,,,,,,,
Colorado Coal Project,1840s,,,,,,,,,,,,,,,,,,,,,,,miners,mines,,,,disasters,mining methods: underground,animals,technological change,,,,,,interior,,"coal mining in mine, mines, miner, horses, coal cars, methods, change",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1840s,Image,jpeg,NYPL6-8,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre-1850,,,,,,,,,,,,,
Colorado Coal Project,,,,,,,,,,,,,,,,,,,,,,,,miners,,,,,,,,,,,,,,4 coal miners,,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,,Image,jpeg,NYPL6-9,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Capa,,,,,,,,
Colorado Coal Project,1891,,,,,,,,,,,,,,,,,,,,,,,mining methods: underground,,,,,,,,,,,,,,interior,,underground mining operations,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1891,Image,jpeg,NYPL7-10,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890s,,,,,,,,,,,,,
Colorado Coal Project,1871,,,,,,,,,,,,,,,,,,,,,,,miners,,,,,,,,,,,,,,interior,,"interior, miners, engine pits & pitmen",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1871,Image,jpeg,NYPL7-11,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870s,,,,,,,,,,,,,
Colorado Coal Project,1871,,,,,,,,,,,,,,,,,,,,,,,miners,,,,,,,,,,,,,,interior,,"interior, miners, engine pits & pitmen",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1871,Image,jpeg,NYPL7-12,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870s,,,,,,,,,,,,,
Colorado Coal Project,S. Wales 1875,,,,,,,,,,,,,,,,,,,,,,,children,men (non-miners),,,,vernacular housing,women,,,,,,,,interior,,"Lock out in S. Wales, interior, women, children, house, men, interior",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1875,Image,jpeg,NYPL7-13,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1870s,,,,,,,,,,,
Colorado Coal Project,S. Wales 1875,,,,,,,,,,,,,,,,,,,,,,,children,men (non-miners),,,,vernacular housing,women,,,,,,,,interior,,"Lock out in S. Wales, interior, women, children, house, men, interior",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1875,Image,jpeg,NYPL7-14,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1870s,,,,,,,,,,,
Colorado Coal Project,1900,,,,,,,,,,,,,,,,,,,,,,,men (non-miners),street scene,,,,vernacular housing,,,,,,,,,"Street of Rocks, 2 men by houses",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1900,Image,jpeg,NYPL7-3,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,,,
Colorado Coal Project,1900,,,,,,,,,,,,,,,,,,,,,,,men (non-miners),street scene,,,,vernacular housing,,,,,,,,,"Street of Rocks, 2 men by houses",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1900,Image,jpeg,NYPL7-4,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,,,
Colorado Coal Project,1899 St. Thomas,,,,,,,,,,,,,,,,,,,,,,,coal (cheesecake),women,,,,ethnic groups,,,,,,,,,"women of coal at St Thomas, negro",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1899,Image,jpeg,NYPL7-5,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1890s,,,,,,,,,,,
Colorado Coal Project,1899 St. Thomas,,,,,,,,,,,,,,,,,,,,,,,coal (cheesecake),women,,,,ethnic groups,,,,,,,,,"women of coal at St Thomas, negro",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1899,Image,jpeg,NYPL7-6,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1890s,,,,,,,,,,,
Colorado Coal Project,1799,,,,,,,,,,,,,,,,,,,,,,,technological change,,,,,,,,,,,,,,Blueprint,,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1799,Image,jpeg,NYPL7-7,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre-1850,,,,,,,,,,,,,
Colorado Coal Project,1799,,,,,,,,,,,,,,,,,,,,,,,technological change,,,,,,,,,,,,,,Blueprint,,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1799,Image,jpeg,NYPL7-8,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre-1850,,,,,,,,,,,,,
Colorado Coal Project,1891,,,,,,,,,,,,,,,,,,,,,,,mining methods: underground,,,,,,,,,,,,,,interior,,underground mining operations,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1891,Image,jpeg,NYPL7-9,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890s,,,,,,,,,,,,,
Colorado Coal Project,Dennis Collection 1972,,,,,,,,,,,,,,,,,,,,,,,miners,ethnic groups,,,,,,,,,,,,,"immigrant miners, holding a cross",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1972,Image,jpeg,NYPL8-1,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970s,,,,,,,,,,,,,
Colorado Coal Project,Dennis Collection 1905 Scranton Penn,,,,,,,,,,,,,,,,,,,,,,,miners,mines,,,,aboveground operations workers,,,,,,,,,"miners coming out of shaft in cage, mining methods",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1905,Image,jpeg,NYPL8-10,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,Dennis Collection 1905 Scranton Penn,,,,,,,,,,,,,,,,,,,,,,,miners,aboveground operations workers,,,,mining support facilities,,,,,,,,,interior,,"Coveyor carrying Bird's eye coal to bin, support facilities, mining methods, miners, interior",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1905,Image,jpeg,NYPL8-11,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,Dennis Collection 1905 Scranton Penn,,,,,,,,,,,,,,,,,,,,,,,miners,aboveground operations workers,,,,mining support facilities,,,,,,,,,interior,,"Coveyor carrying Bird's eye coal to bin, support facilities, mining methods, miners, interior",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1905,Image,jpeg,NYPL8-12,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,Dennis Collection 1905 Pittsburgh Penn,,,,,,,,,,,,,,,,,,,,,,,children,coal (cheesecake),,,,transportation: other,,,,,,,,,individual,,"River coal trade, bridge, boat, child, coal",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1905,Image,jpeg,NYPL8-13,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,Dennis Collection 1905 Pittsburgh Penn,,,,,,,,,,,,,,,,,,,,,,,children,coal (cheesecake),,,,transportation: other,,,,,,,,,individual,,"River coal trade, bridge, boat, child, coal",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1905,Image,jpeg,NYPL8-14,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,"Dennis Collection 1905 Scranton, Penn",,,,,,,,,,,,,,,,,,,,,,,miners,mines,,,,mining methods: underground,coal (cheesecake),,,,,,,,interior,,"loading coal after beast, interior, miners, methods",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1905,Image,jpeg,NYPL8-15,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,"Dennis Collection 1905 Scranton, Penn",,,,,,,,,,,,,,,,,,,,,,,miners,mines,,,,mining methods: underground,coal (cheesecake),,,,,,,,interior,,"loading coal after beast, interior, miners, methods",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1905,Image,jpeg,NYPL8-16,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1900s,,,,,,,,,,,
Colorado Coal Project,Dennis Collection 1972,,,,,,,,,,,,,,,,,,,,,,,miners,ethnic groups,,,,,,,,,,,,,"immigrant miners, holding a cross",,,,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1972,Image,jpeg,NYPL8-2,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970s,,,,,,,,,,,,,
Colorado Coal Project,Dennis Collection 1862 England,,,,,,,,,,,,,,,,,,,,,,,mines,mining methods: underground,,,,women,,,,,,,,,interior,,"women in vertical veins, interior, mining methods",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1862,Image,jpeg,NYPL8-3,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1860s,,,,,,,,,,,
Colorado Coal Project,Dennis Collection 1862 England,,,,,,,,,,,,,,,,,,,,,,,mines,mining methods: underground,,,,women,,,,,,,,,interior,,"women in vertical veins, interior, mining methods",,,,,,,University of Colorado Boulder Archives,,,,,,,,,,,,,,,,,,,1862,Image,jpeg,NYPL8-4,Colorado Coal Project Collection,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,1860s,,,,,,,,,,,
